664.,0.002,0.002,0.003
665.,0.002,0.002,0.003
666.,0.002,0.003,0.003
667.,0.001,0.002,0.002
668.,0.002,0.002,0.002
669.,0.002,0.001,0.003
670.,0.002,0.003,0.003
671.,0.002,0.002,0.003
672.,0.002,0.003,0.004
673.,0.003,0.003,0.004
674.,0.003,0.003,0.004
675.,0.002,0.003,0.003
676.,0.001,0.002,0.002
677.,0.000,0.001,0.001
678.,0.000,0.000,0.000
679.,0.000,0.001,0.002
680.,0.000,0.000,0.001
681.,0.001,0.001,0.001
682.,0.000,0.000,0.000
683.,0.000,0.001,0.001
684.,0.001,0.001,0.001
685.,0.000,0.001,0.001
686.,0.001,0.001,0.002
687.,0.000,0.001,0.001
688.,0.001,0.001,0.002
689.,0.000,0.001,0.001
690.,0.001,0.001,0.002
691.,0.000,0.000,0.000
692.,0.000,0.000,0.001
693.,0.000,0.000,0.001
694.,0.000,0.000,0.000
695.,0.000,0.000,0.001
696.,0.001,0.001,0.002
697.,0.001,0.002,0.002
698.,0.002,0.002,0.002
699.,0.001,0.002,0.002
700.,0.001,0.002,0.002
